F5	http://purl.org/commons/record/ncbi_gene/2153
AR	http://purl.org/commons/record/ncbi_gene/367
AR	http://purl.org/commons/record/ncbi_gene/374
AR	http://purl.org/commons/record/ncbi_gene/231
PC	http://purl.org/commons/record/ncbi_gene/5091
PC	http://purl.org/commons/record/ncbi_gene/5420
PC	http://purl.org/commons/record/ncbi_gene/3872
MT	http://purl.org/commons/record/ncbi_gene/27349
TH	http://purl.org/commons/record/ncbi_gene/7054
BF	http://purl.org/commons/record/ncbi_gene/629
IF	http://purl.org/commons/record/ncbi_gene/3426
IF	http://purl.org/commons/record/ncbi_gene/2694
F3	http://purl.org/commons/record/ncbi_gene/2152
F3	http://purl.org/commons/record/ncbi_gene/1272
FY	http://purl.org/commons/record/ncbi_gene/80199
FY	http://purl.org/commons/record/ncbi_gene/2532
HIST2H2AA	http://purl.org/commons/record/ncbi_gene/8337
TNFRSF10A	http://purl.org/commons/record/ncbi_gene/8797
HIST2H2AC	http://purl.org/commons/record/ncbi_gene/8338
HIST2H2BE	http://purl.org/commons/record/ncbi_gene/8349
IFT140	http://purl.org/commons/record/ncbi_gene/9742
DNAJC5	http://purl.org/commons/record/ncbi_gene/80331
CYP2B6	http://purl.org/commons/record/ncbi_gene/1555
RBPSUH	http://purl.org/commons/record/ncbi_gene/3516
LRRC21	http://purl.org/commons/record/ncbi_gene/26103
PDLIM4	http://purl.org/commons/record/ncbi_gene/8572
CSN1S1	http://purl.org/commons/record/ncbi_gene/1446
TRIOBP	http://purl.org/commons/record/ncbi_gene/11078
MARCKS	http://purl.org/commons/record/ncbi_gene/4082
DNASE1	http://purl.org/commons/record/ncbi_gene/1773
PYCARD	http://purl.org/commons/record/ncbi_gene/29108
NUDT11	http://purl.org/commons/record/ncbi_gene/55190
RALBP1	http://purl.org/commons/record/ncbi_gene/10928
RALBP1	http://purl.org/commons/record/ncbi_gene/85021
EIF2C2	http://purl.org/commons/record/ncbi_gene/27161
BCAP31	http://purl.org/commons/record/ncbi_gene/10134
PRSS27	http://purl.org/commons/record/ncbi_gene/83886
SFRS11	http://purl.org/commons/record/ncbi_gene/9295
MAPK14	http://purl.org/commons/record/ncbi_gene/1432
HOMER2	http://purl.org/commons/record/ncbi_gene/9455
SLC4A3	http://purl.org/commons/record/ncbi_gene/6508
BCL2L1	http://purl.org/commons/record/ncbi_gene/598
MYCBP2	http://purl.org/commons/record/ncbi_gene/23077
ZNF143	http://purl.org/commons/record/ncbi_gene/7702
UGT1A9	http://purl.org/commons/record/ncbi_gene/54600
MRGPRF	http://purl.org/commons/record/ncbi_gene/219928
OPN1MW	http://purl.org/commons/record/ncbi_gene/2652
PTGER3	http://purl.org/commons/record/ncbi_gene/5733
MAP3K8	http://purl.org/commons/record/ncbi_gene/1326
CDKN2A	http://purl.org/commons/record/ncbi_gene/1029
PRKAG3	http://purl.org/commons/record/ncbi_gene/53632
BAIAP2	http://purl.org/commons/record/ncbi_gene/10458
GAPDHS	http://purl.org/commons/record/ncbi_gene/26330
IFT122	http://purl.org/commons/record/ncbi_gene/55764
VPS13B	http://purl.org/commons/record/ncbi_gene/157680
PAPSS1	http://purl.org/commons/record/ncbi_gene/9061
CCHCR1	http://purl.org/commons/record/ncbi_gene/54535
CYP3A4	http://purl.org/commons/record/ncbi_gene/1576
CXCL10	http://purl.org/commons/record/ncbi_gene/3627
CXCL12	http://purl.org/commons/record/ncbi_gene/6387
SEPHS1	http://purl.org/commons/record/ncbi_gene/22929
AKR1A1	http://purl.org/commons/record/ncbi_gene/10327
UGT1A8	http://purl.org/commons/record/ncbi_gene/54576
CXCL13	http://purl.org/commons/record/ncbi_gene/10563
NFKBIA	http://purl.org/commons/record/ncbi_gene/4792
LGALS1	http://purl.org/commons/record/ncbi_gene/3956
PMAIP1	http://purl.org/commons/record/ncbi_gene/5366
RNASE3	http://purl.org/commons/record/ncbi_gene/6037
FANCD2	http://purl.org/commons/record/ncbi_gene/2177
HMGCS2	http://purl.org/commons/record/ncbi_gene/3158
AKR1B1	http://purl.org/commons/record/ncbi_gene/231
CYP1A1	http://purl.org/commons/record/ncbi_gene/1543
C9orf3	http://purl.org/commons/record/ncbi_gene/84909
LANCL1	http://purl.org/commons/record/ncbi_gene/10314
TFAP2A	http://purl.org/commons/record/ncbi_gene/7020
GPR151	http://purl.org/commons/record/ncbi_gene/134391
SQSTM1	http://purl.org/commons/record/ncbi_gene/8878
SLC4A1	http://purl.org/commons/record/ncbi_gene/6521
HDHD1A	http://purl.org/commons/record/ncbi_gene/8226
TWIST1	http://purl.org/commons/record/ncbi_gene/7291
YME1L1	http://purl.org/commons/record/ncbi_gene/10730
PTGER4	http://purl.org/commons/record/ncbi_gene/5734
IGFBP3	http://purl.org/commons/record/ncbi_gene/3486
PLA2G6	http://purl.org/commons/record/ncbi_gene/8398
NSFL1C	http://purl.org/commons/record/ncbi_gene/55968
METAP2	http://purl.org/commons/record/ncbi_gene/10988
NDUFA2	http://purl.org/commons/record/ncbi_gene/4695
PRKAB1	http://purl.org/commons/record/ncbi_gene/5564
RNASE1	http://purl.org/commons/record/ncbi_gene/6035
ERVWE1	http://purl.org/commons/record/ncbi_gene/30816
S100A6	http://purl.org/commons/record/ncbi_gene/6277
ATP1A3	http://purl.org/commons/record/ncbi_gene/478
DICER1	http://purl.org/commons/record/ncbi_gene/23405
GNPDA1	http://purl.org/commons/record/ncbi_gene/10007
FKBP1B	http://purl.org/commons/record/ncbi_gene/2281
DPAGT1	http://purl.org/commons/record/ncbi_gene/1798
CDKN1A	http://purl.org/commons/record/ncbi_gene/1026
CDKN1A	http://purl.org/commons/record/ncbi_gene/5063
MAP4K4	http://purl.org/commons/record/ncbi_gene/9448
GPRC6A	http://purl.org/commons/record/ncbi_gene/222545
FBXL15	http://purl.org/commons/record/ncbi_gene/79176
GPBAR1	http://purl.org/commons/record/ncbi_gene/151306
PPARBP	http://purl.org/commons/record/ncbi_gene/5469
PLA2G3	http://purl.org/commons/record/ncbi_gene/50487
HSPA9B	http://purl.org/commons/record/ncbi_gene/3313
PLA2G5	http://purl.org/commons/record/ncbi_gene/5322
DYNLT1	http://purl.org/commons/record/ncbi_gene/6993
CDK5R1	http://purl.org/commons/record/ncbi_gene/8851
GOLGB1	http://purl.org/commons/record/ncbi_gene/2804
UGT1A6	http://purl.org/commons/record/ncbi_gene/54578
MAP2K1	http://purl.org/commons/record/ncbi_gene/5604
PRKAA1	http://purl.org/commons/record/ncbi_gene/5562
CYP2C9	http://purl.org/commons/record/ncbi_gene/1559
CYP1A2	http://purl.org/commons/record/ncbi_gene/1544
PIK3CB	http://purl.org/commons/record/ncbi_gene/5291
PIK3CA	http://purl.org/commons/record/ncbi_gene/5290
PIK3CG	http://purl.org/commons/record/ncbi_gene/5294
CD3EAP	http://purl.org/commons/record/ncbi_gene/10849
CYP2D6	http://purl.org/commons/record/ncbi_gene/1565
CALML3	http://purl.org/commons/record/ncbi_gene/810
ITGA2B	http://purl.org/commons/record/ncbi_gene/3674
UGT1A1	http://purl.org/commons/record/ncbi_gene/54658
PICALM	http://purl.org/commons/record/ncbi_gene/8301
OR2AG1	http://purl.org/commons/record/ncbi_gene/144125
OR5AC2	http://purl.org/commons/record/ncbi_gene/81050
PRKAA2	http://purl.org/commons/record/ncbi_gene/5563
PAPSS2	http://purl.org/commons/record/ncbi_gene/9060
HMGCS1	http://purl.org/commons/record/ncbi_gene/3157
GNPTAB	http://purl.org/commons/record/ncbi_gene/79158
TALDO1	http://purl.org/commons/record/ncbi_gene/6888
LRSAM1	http://purl.org/commons/record/ncbi_gene/90678
CYP2E1	http://purl.org/commons/record/ncbi_gene/1571
KLHDC2	http://purl.org/commons/record/ncbi_gene/23588
POU1F1	http://purl.org/commons/record/ncbi_gene/5449
LGALS4	http://purl.org/commons/record/ncbi_gene/3960
SLA	http://purl.org/commons/record/ncbi_gene/6503
SLA	http://purl.org/commons/record/ncbi_gene/51091
GSR	http://purl.org/commons/record/ncbi_gene/2936
CD4	http://purl.org/commons/record/ncbi_gene/920
IL6	http://purl.org/commons/record/ncbi_gene/3569
